pr_sum,Unnamed: 0,duration
16.6875,1200.0,1200.0
1.0,540.0,540.0
0.125,360.0,360.0
2.0,480.0,480.0
5.3125,480.0,480.0
1.1875,1200.0,1200.0
0.125,360.0,360.0
17.6875,1020.0,1020.0
39.875,960.0,960.0
64.25,1740.0,1740.0
0.125,360.0,360.0
0.125,360.0,360.0
4.25,840.0,840.0
29.8125,2220.0,2220.0
15.25,720.0,720.0
5.3125,360.0,360.0
0.5,360.0,360.0
2.75,660.0,660.0
15.9375,480.0,480.0
4.0625,540.0,540.0
0.375,360.0,360.0
1.75,900.0,900.0
0.9375,420.0,420.0
70.625,900.0,900.0
2.875,360.0,360.0
7.25,600.0,600.0
0.3125,420.0,420.0
2.875,360.0,360.0
8.75,540.0,540.0
1.875,600.0,600.0
0.1875,360.0,360.0
0.25,420.0,420.0
2.125,540.0,540.0
19.0,1080.0,1080.0
0.625,420.0,420.0
0.3125,360.0,360.0
0.25,420.0,420.0
1.0,420.0,420.0
1.1875,360.0,360.0
15.0625,960.0,960.0
0.4375,600.0,600.0
0.9375,660.0,660.0
8.0625,1620.0,1620.0
2.0,360.0,360.0
6.9375,780.0,780.0
52.5,900.0,900.0
0.1875,360.0,360.0
1.6875,360.0,360.0
2.8125,480.0,480.0
0.625,420.0,420.0
0.25,420.0,420.0
8.0625,600.0,600.0
0.5625,420.0,420.0
1.0,420.0,420.0
3.9375,720.0,720.0
11.4375,1080.0,1080.0
16.6875,2040.0,2040.0
11.0,1380.0,1380.0
3.625,420.0,420.0
4.3125,1260.0,1260.0
0.9375,420.0,420.0
0.1875,360.0,360.0
3.0,780.0,780.0
11.25,960.0,960.0
19.3125,720.0,720.0
2.625,660.0,660.0
0.125,360.0,360.0
0.1875,360.0,360.0
0.125,360.0,360.0
16.6875,780.0,780.0
0.4375,480.0,480.0
1.3125,540.0,540.0
2.25,900.0,900.0
0.25,660.0,660.0
8.5625,1020.0,1020.0
26.375,720.0,720.0
35.25,1800.0,1800.0
0.125,360.0,360.0
14.6875,1560.0,1560.0
0.25,480.0,480.0
0.9375,540.0,540.0
26.5,1020.0,1020.0
0.5,420.0,420.0
0.125,360.0,360.0
1.625,840.0,840.0
0.8125,540.0,540.0
25.875,900.0,900.0
8.1875,660.0,660.0
27.4375,960.0,960.0
21.8125,2520.0,2520.0
25.125,1560.0,1560.0
33.5625,1380.0,1380.0
0.125,360.0,360.0
15.6875,900.0,900.0
14.4375,1260.0,1260.0
3.9375,480.0,480.0
0.5625,420.0,420.0
4.5,480.0,480.0
0.125,360.0,360.0
0.3125,420.0,420.0
15.6875,900.0,900.0
3.8125,900.0,900.0
21.375,1560.0,1560.0
1.25,900.0,900.0
20.0,3360.0,3360.0
12.25,960.0,960.0
51.25,2280.0,2280.0
5.25,720.0,720.0
0.5625,540.0,540.0
5.625,780.0,780.0
1.25,840.0,840.0
0.1875,360.0,360.0
32.5625,1440.0,1440.0
9.125,780.0,780.0
4.125,780.0,780.0
0.1875,360.0,360.0
19.625,1140.0,1140.0
2.25,900.0,900.0
10.5,1260.0,1260.0
3.25,600.0,600.0
0.5625,600.0,600.0
0.9375,720.0,720.0
2.8125,1140.0,1140.0
6.3125,600.0,600.0
0.3125,540.0,540.0
2.4375,780.0,780.0
0.3125,360.0,360.0
6.6875,720.0,720.0
0.1875,360.0,360.0
2.625,360.0,360.0
11.75,1080.0,1080.0
23.6875,1740.0,1740.0
30.375,960.0,960.0
1.875,780.0,780.0
0.125,360.0,360.0
6.4375,660.0,660.0
1.5,360.0,360.0
25.625,1560.0,1560.0
0.5,420.0,420.0
0.375,360.0,360.0
19.875,1800.0,1800.0
3.5,420.0,420.0
0.625,420.0,420.0
13.6875,480.0,480.0
3.3125,480.0,480.0
3.625,360.0,360.0
0.6875,420.0,420.0
0.4375,420.0,420.0
3.0625,1080.0,1080.0
0.3125,360.0,360.0
0.1875,360.0,360.0
0.6875,360.0,360.0
0.4375,480.0,480.0
16.3125,1260.0,1260.0
0.875,480.0,480.0
0.125,360.0,360.0
0.625,420.0,420.0
20.75,2160.0,2160.0
0.3125,420.0,420.0
8.625,420.0,420.0
5.6875,1440.0,1440.0
0.125,360.0,360.0
0.25,420.0,420.0
10.875,840.0,840.0
10.0625,780.0,780.0
10.3125,480.0,480.0
1.125,360.0,360.0
0.25,420.0,420.0
14.375,480.0,480.0
15.625,540.0,540.0
52.125,1200.0,1200.0
5.375,360.0,360.0
6.4375,600.0,600.0
0.1875,360.0,360.0
0.125,360.0,360.0
1.8125,420.0,420.0
119.0,1680.0,1680.0
7.75,600.0,600.0
26.875,660.0,660.0
0.125,360.0,360.0
3.375,360.0,360.0
4.3125,540.0,540.0
22.125,2220.0,2220.0
0.8125,900.0,900.0
6.125,360.0,360.0
26.4375,1500.0,1500.0
5.9375,720.0,720.0
0.125,360.0,360.0
0.125,360.0,360.0
1.1875,420.0,420.0
0.375,480.0,480.0
0.125,360.0,360.0
1.0,420.0,420.0
4.5625,840.0,840.0
3.6875,480.0,480.0
29.5625,900.0,900.0
0.125,360.0,360.0
76.9375,1320.0,1320.0
3.875,780.0,780.0
3.25,1020.0,1020.0
0.5625,420.0,420.0
52.6875,900.0,900.0
0.25,420.0,420.0
0.25,420.0,420.0
1.0625,1260.0,1260.0
0.625,420.0,420.0
0.6875,600.0,600.0
0.375,420.0,420.0
53.0625,1260.0,1260.0
139.4375,2520.0,2520.0
0.4375,720.0,720.0
2.875,840.0,840.0
14.5,780.0,780.0
0.1875,360.0,360.0
4.75,1260.0,1260.0
9.0,540.0,540.0
0.125,360.0,360.0
8.625,1860.0,1860.0
0.75,420.0,420.0
5.0,540.0,540.0
23.0625,960.0,960.0
22.3125,1620.0,1620.0
0.125,360.0,360.0
6.5,1680.0,1680.0
19.5,3000.0,3000.0
0.125,360.0,360.0
31.25,960.0,960.0
16.3125,1020.0,1020.0
0.25,480.0,480.0
6.0625,900.0,900.0
0.125,360.0,360.0
24.125,1920.0,1920.0
0.6875,720.0,720.0
0.3125,420.0,420.0
3.125,720.0,720.0
3.75,660.0,660.0
0.5,480.0,480.0
14.0625,1020.0,1020.0
0.25,420.0,420.0
0.25,420.0,420.0
1.875,600.0,600.0
10.6875,2220.0,2220.0
0.125,360.0,360.0
9.8125,1080.0,1080.0
0.8125,420.0,420.0
29.375,720.0,720.0
0.25,420.0,420.0
3.375,660.0,660.0
24.125,900.0,900.0
1.625,780.0,780.0
0.25,420.0,420.0
3.25,960.0,960.0
0.125,360.0,360.0
7.0,600.0,600.0
25.3125,1320.0,1320.0
3.6875,540.0,540.0
10.8125,960.0,960.0
0.375,360.0,360.0
0.5625,480.0,480.0
17.125,1560.0,1560.0
12.8125,1860.0,1860.0
0.125,360.0,360.0
22.1875,960.0,960.0
0.5,720.0,720.0
3.5625,1140.0,1140.0
34.8125,2100.0,2100.0
3.5625,660.0,660.0
0.1875,360.0,360.0
0.25,420.0,420.0
18.375,1620.0,1620.0
0.125,360.0,360.0
0.875,420.0,420.0
35.5625,2340.0,2340.0
0.125,360.0,360.0
0.3125,540.0,540.0
0.375,360.0,360.0
11.0,1620.0,1620.0
2.25,480.0,480.0
0.5,360.0,360.0
1.5625,600.0,600.0
1.0,660.0,660.0
1.125,480.0,480.0
0.6875,780.0,780.0
12.3125,1140.0,1140.0
0.25,420.0,420.0
9.25,1020.0,1020.0
1.25,900.0,900.0
0.125,360.0,360.0
8.6875,840.0,840.0
12.9375,600.0,600.0
0.25,420.0,420.0
75.375,1440.0,1440.0
1.0,360.0,360.0
0.9375,420.0,420.0
0.4375,660.0,660.0
0.5,660.0,660.0
0.125,360.0,360.0
6.1875,1440.0,1440.0
0.375,420.0,420.0
0.125,360.0,360.0
16.375,1200.0,1200.0
0.6875,600.0,600.0
19.8125,600.0,600.0
13.6875,480.0,480.0
2.3125,540.0,540.0
0.25,420.0,420.0
0.75,480.0,480.0
1.5,540.0,540.0
1.6875,600.0,600.0
3.8125,1860.0,1860.0
0.8125,420.0,420.0
1.125,600.0,600.0
0.125,360.0,360.0
0.125,360.0,360.0
10.3125,1260.0,1260.0
7.8125,660.0,660.0
23.4375,540.0,540.0
1.0,360.0,360.0
1.5,480.0,480.0
0.1875,360.0,360.0
18.5,540.0,540.0
10.5,480.0,480.0
14.3125,660.0,660.0
0.5,420.0,420.0
1.9375,480.0,480.0
1.0,720.0,720.0
1.4375,960.0,960.0
0.125,360.0,360.0
9.1875,1140.0,1140.0
0.25,660.0,660.0
1.4375,420.0,420.0
5.3125,720.0,720.0
3.875,480.0,480.0
4.0625,480.0,480.0
1.6875,360.0,360.0
0.4375,420.0,420.0
9.25,660.0,660.0
38.4375,660.0,660.0
7.625,720.0,720.0
0.125,360.0,360.0
0.125,360.0,360.0
50.6875,2220.0,2220.0
19.3125,660.0,660.0
19.8125,1440.0,1440.0
0.125,360.0,360.0
7.25,1860.0,1860.0
5.5,1020.0,1020.0
1.3125,1140.0,1140.0
42.0,1380.0,1380.0
26.5625,2220.0,2220.0
0.1875,360.0,360.0
0.3125,420.0,420.0
0.125,360.0,360.0
0.5,420.0,420.0
0.125,360.0,360.0
1.625,900.0,900.0
14.0625,780.0,780.0
53.625,2280.0,2280.0
0.875,420.0,420.0
0.3125,420.0,420.0
27.3125,960.0,960.0
10.25,780.0,780.0
13.625,1260.0,1260.0
23.4375,660.0,660.0
18.75,1380.0,1380.0
16.75,660.0,660.0
2.75,780.0,780.0
1.125,480.0,480.0
32.25,1080.0,1080.0
0.625,900.0,900.0
5.5625,840.0,840.0
4.4375,780.0,780.0
28.3125,1860.0,1860.0
1.4375,480.0,480.0
13.1875,1440.0,1440.0
1.8125,660.0,660.0
3.25,480.0,480.0
2.0625,840.0,840.0
4.0625,1080.0,1080.0
30.25,1920.0,1920.0
2.1875,420.0,420.0
0.25,420.0,420.0
2.0625,660.0,660.0
0.4375,480.0,480.0
0.25,420.0,420.0
0.125,360.0,360.0
8.125,900.0,900.0
0.125,360.0,360.0
0.125,360.0,360.0
0.125,360.0,360.0
2.6875,480.0,480.0
0.125,360.0,360.0
1.875,540.0,540.0
0.375,480.0,480.0
3.5,1260.0,1260.0
0.125,360.0,360.0
2.375,840.0,840.0
0.125,360.0,360.0
0.5625,480.0,480.0
22.0625,1380.0,1380.0
0.3125,420.0,420.0
2.5,840.0,840.0
27.8125,1860.0,1860.0
4.1875,480.0,480.0
0.3125,360.0,360.0
5.75,480.0,480.0
22.875,2280.0,2280.0
21.125,660.0,660.0
6.0625,720.0,720.0
1.375,360.0,360.0
26.75,780.0,780.0
14.25,720.0,720.0
18.8125,420.0,420.0
0.875,360.0,360.0
2.625,420.0,420.0
0.3125,360.0,360.0
0.1875,360.0,360.0
3.6875,540.0,540.0
15.1875,480.0,480.0
0.5,420.0,420.0
3.625,720.0,720.0
0.1875,360.0,360.0
2.25,420.0,420.0
7.1875,960.0,960.0
0.9375,420.0,420.0
6.5,660.0,660.0
2.8125,420.0,420.0
1.5625,660.0,660.0
2.75,600.0,600.0
9.6875,840.0,840.0
0.125,360.0,360.0
0.75,600.0,600.0
1.1875,420.0,420.0
119.875,2700.0,2700.0
13.1875,780.0,780.0
7.3125,360.0,360.0
8.0625,420.0,420.0
0.4375,420.0,420.0
11.4375,480.0,480.0
1.3125,360.0,360.0
2.75,480.0,480.0
0.6875,420.0,420.0
84.875,1080.0,1080.0
0.125,360.0,360.0
10.375,480.0,480.0
19.9375,1260.0,1260.0
0.4375,480.0,480.0
2.3125,420.0,420.0
11.75,660.0,660.0
57.3125,1380.0,1380.0
4.25,660.0,660.0
0.3125,420.0,420.0
1.375,420.0,420.0
23.6875,720.0,720.0
0.3125,420.0,420.0
4.125,540.0,540.0
14.375,1020.0,1020.0
0.875,360.0,360.0
4.8125,420.0,420.0
0.125,360.0,360.0
32.8125,540.0,540.0
0.875,480.0,480.0
12.3125,480.0,480.0
1.625,420.0,420.0
56.5,2100.0,2100.0
1.4375,720.0,720.0
3.6875,660.0,660.0
0.125,360.0,360.0
16.25,1560.0,1560.0
0.125,360.0,360.0
5.4375,1320.0,1320.0
0.3125,420.0,420.0
0.1875,360.0,360.0
4.0625,420.0,420.0
0.75,420.0,420.0
1.8125,420.0,420.0
0.125,360.0,360.0
11.75,660.0,660.0
13.5625,540.0,540.0
4.625,420.0,420.0
43.5625,1260.0,1260.0
3.6875,1140.0,1140.0
16.8125,600.0,600.0
28.0625,1200.0,1200.0
5.6875,780.0,780.0
1.0625,540.0,540.0
47.0,1260.0,1260.0
1.3125,420.0,420.0
48.4375,2220.0,2220.0
41.5,1680.0,1680.0
0.125,360.0,360.0
25.625,900.0,900.0
27.875,1440.0,1440.0
2.125,660.0,660.0
0.125,360.0,360.0
0.3125,360.0,360.0
6.3125,660.0,660.0
0.8125,480.0,480.0
15.0,1140.0,1140.0
0.5,420.0,420.0
15.0,1320.0,1320.0
28.4375,1440.0,1440.0
0.5625,480.0,480.0
28.25,900.0,900.0
0.125,360.0,360.0
25.875,720.0,720.0
3.625,780.0,780.0
30.5625,1320.0,1320.0
0.25,480.0,480.0
0.125,360.0,360.0
0.25,480.0,480.0
3.125,1140.0,1140.0
0.125,360.0,360.0
2.75,840.0,840.0
4.0625,780.0,780.0
1.0625,660.0,660.0
0.5,480.0,480.0
0.625,480.0,480.0
5.3125,1560.0,1560.0
0.9375,600.0,600.0
1.3125,540.0,540.0
32.4375,1980.0,1980.0
6.5625,720.0,720.0
0.1875,360.0,360.0
24.6875,1020.0,1020.0
26.25,900.0,900.0
8.8125,900.0,900.0
4.0625,540.0,540.0
55.75,3300.0,3300.0
0.75,480.0,480.0
1.0,480.0,480.0
7.5,1140.0,1140.0
10.25,1080.0,1080.0
0.75,600.0,600.0
2.8125,900.0,900.0
27.0,660.0,660.0
20.6875,900.0,900.0
0.25,420.0,420.0
29.0625,1020.0,1020.0
0.1875,360.0,360.0
97.375,2340.0,2340.0
2.3125,780.0,780.0
0.875,540.0,540.0
0.125,360.0,360.0
1.5625,720.0,720.0
17.625,1800.0,1800.0
0.1875,360.0,360.0
0.1875,360.0,360.0
0.625,480.0,480.0
2.8125,540.0,540.0
5.1875,720.0,720.0
12.625,900.0,900.0
0.125,360.0,360.0
0.3125,360.0,360.0
0.25,420.0,420.0
49.625,1500.0,1500.0
0.875,360.0,360.0
0.125,360.0,360.0
4.5625,960.0,960.0
0.125,360.0,360.0
3.4375,1080.0,1080.0
0.6875,360.0,360.0
0.75,420.0,420.0
0.75,420.0,420.0
11.625,1680.0,1680.0
1.5,360.0,360.0
0.125,360.0,360.0
0.125,360.0,360.0
15.5625,1200.0,1200.0
0.125,360.0,360.0
0.75,660.0,660.0
11.6875,720.0,720.0
11.4375,420.0,420.0
0.4375,420.0,420.0
12.1875,720.0,720.0
20.5625,720.0,720.0
0.875,540.0,540.0
5.0625,540.0,540.0
0.1875,360.0,360.0
0.625,660.0,660.0
2.25,420.0,420.0
4.25,420.0,420.0
0.125,360.0,360.0
10.0,1260.0,1260.0
3.0625,1140.0,1140.0
0.125,360.0,360.0
0.375,360.0,360.0
0.5,360.0,360.0
0.125,360.0,360.0
26.5,1200.0,1200.0
6.8125,720.0,720.0
0.125,360.0,360.0
1.1875,420.0,420.0
0.6875,1020.0,1020.0
0.125,360.0,360.0
0.25,660.0,660.0
43.5,1080.0,1080.0
4.4375,780.0,780.0
2.0,540.0,540.0
0.1875,360.0,360.0
20.0,960.0,960.0
21.25,2100.0,2100.0
16.5,1680.0,1680.0
19.9375,900.0,900.0
11.4375,720.0,720.0
4.6875,1140.0,1140.0
0.1875,360.0,360.0
2.0625,600.0,600.0
28.8125,1140.0,1140.0
23.5625,1380.0,1380.0
0.6875,900.0,900.0
0.8125,360.0,360.0
8.5625,1020.0,1020.0
6.75,540.0,540.0
23.4375,1020.0,1020.0
4.75,1140.0,1140.0
0.4375,480.0,480.0
2.6875,720.0,720.0
5.0,1080.0,1080.0
0.125,360.0,360.0
1.0625,540.0,540.0
6.625,900.0,900.0
32.6875,1500.0,1500.0
0.125,360.0,360.0
14.25,600.0,600.0
19.1875,1140.0,1140.0
20.25,1080.0,1080.0
13.1875,1020.0,1020.0
0.75,480.0,480.0
0.625,540.0,540.0
0.25,540.0,540.0
5.1875,420.0,420.0
33.625,1680.0,1680.0
3.125,660.0,660.0
19.625,1080.0,1080.0
2.8125,1080.0,1080.0
8.0625,1020.0,1020.0
43.25,1200.0,1200.0
1.3125,600.0,600.0
1.6875,480.0,480.0
0.1875,360.0,360.0
42.5,1860.0,1860.0
0.125,360.0,360.0
0.8125,600.0,600.0
13.4375,900.0,900.0
1.875,780.0,780.0
13.1875,1560.0,1560.0
0.125,360.0,360.0
0.875,1080.0,1080.0
2.4375,540.0,540.0
0.125,360.0,360.0
13.25,720.0,720.0
24.6875,2100.0,2100.0
1.0625,480.0,480.0
0.6875,420.0,420.0
3.9375,660.0,660.0
0.375,480.0,480.0
14.875,960.0,960.0
1.3125,660.0,660.0
5.6875,600.0,600.0
0.125,360.0,360.0
17.25,3000.0,3000.0
18.5,1080.0,1080.0
0.4375,480.0,480.0
0.125,360.0,360.0
10.375,1200.0,1200.0
0.125,360.0,360.0
0.875,600.0,600.0
4.125,960.0,960.0
2.625,480.0,480.0
1.875,660.0,660.0
9.9375,1320.0,1320.0
25.0,2040.0,2040.0
0.375,480.0,480.0
0.5,540.0,540.0
60.25,1320.0,1320.0
0.125,360.0,360.0
42.625,1800.0,1800.0
0.375,360.0,360.0
12.875,1440.0,1440.0
1.0,600.0,600.0
15.5625,780.0,780.0
0.1875,360.0,360.0
0.125,360.0,360.0
0.125,360.0,360.0
2.8125,360.0,360.0
0.1875,360.0,360.0
37.625,840.0,840.0
3.0,420.0,420.0
22.875,1680.0,1680.0
3.4375,420.0,420.0
0.25,420.0,420.0
0.1875,360.0,360.0
5.0625,840.0,840.0
15.5,780.0,780.0
0.375,420.0,420.0
8.25,540.0,540.0
17.875,1080.0,1080.0
89.1875,720.0,720.0
32.3125,540.0,540.0
0.375,600.0,600.0
0.3125,420.0,420.0
28.6875,960.0,960.0
0.125,360.0,360.0
53.25,840.0,840.0
0.125,360.0,360.0
5.5,660.0,660.0
5.75,480.0,480.0
22.3125,600.0,600.0
0.125,360.0,360.0
0.1875,360.0,360.0
5.0,360.0,360.0
0.125,360.0,360.0
1.875,420.0,420.0
0.125,360.0,360.0
0.625,600.0,600.0
2.3125,360.0,360.0
0.375,420.0,420.0
8.9375,720.0,720.0
0.4375,420.0,420.0
6.0,660.0,660.0
0.25,480.0,480.0
0.125,360.0,360.0
9.5,360.0,360.0
79.3125,960.0,960.0
0.125,360.0,360.0
30.4375,900.0,900.0
0.125,360.0,360.0
0.125,360.0,360.0
0.75,1080.0,1080.0
0.8125,420.0,420.0
53.5,1800.0,1800.0
3.625,360.0,360.0
23.1875,960.0,960.0
58.0625,900.0,900.0
20.4375,660.0,660.0
10.9375,960.0,960.0
1.0,480.0,480.0
0.375,660.0,660.0
0.125,360.0,360.0
10.25,1380.0,1380.0
6.0625,1440.0,1440.0
0.1875,360.0,360.0
0.25,420.0,420.0
0.125,360.0,360.0
19.1875,1680.0,1680.0
0.125,360.0,360.0
0.25,480.0,480.0
0.125,360.0,360.0
0.125,360.0,360.0
2.4375,600.0,600.0
5.8125,1140.0,1140.0
23.1875,2160.0,2160.0
3.3125,600.0,600.0
1.8125,600.0,600.0
16.75,1080.0,1080.0
20.5625,1560.0,1560.0
0.9375,540.0,540.0
1.3125,720.0,720.0
0.125,360.0,360.0
101.375,3480.0,3480.0
31.0625,2460.0,2460.0
21.5,1020.0,1020.0
6.5,660.0,660.0
0.125,360.0,360.0
6.875,720.0,720.0
2.4375,540.0,540.0
0.4375,420.0,420.0
0.75,540.0,540.0
25.1875,2280.0,2280.0
0.375,420.0,420.0
5.9375,600.0,600.0
1.3125,540.0,540.0
1.125,720.0,720.0
26.0,1800.0,1800.0
5.25,1500.0,1500.0
3.3125,420.0,420.0
5.25,840.0,840.0
4.3125,720.0,720.0
12.875,720.0,720.0
46.875,2520.0,2520.0
0.125,360.0,360.0
0.125,360.0,360.0
0.125,360.0,360.0
0.125,360.0,360.0
1.75,1200.0,1200.0
1.4375,660.0,660.0
16.5625,1020.0,1020.0
1.3125,360.0,360.0
15.375,1440.0,1440.0
5.0625,720.0,720.0
7.6875,1140.0,1140.0
0.125,360.0,360.0
8.4375,1080.0,1080.0
1.125,540.0,540.0
15.75,1560.0,1560.0
10.125,660.0,660.0
2.625,480.0,480.0
14.625,780.0,780.0
21.0625,1380.0,1380.0
3.9375,900.0,900.0
48.25,1800.0,1800.0
10.0625,1200.0,1200.0
0.5,360.0,360.0
3.5625,960.0,960.0
3.6875,780.0,780.0
